Date,Bond Code,ISIN Code,Ticker,ISSUER,ISSUER_INDUSTRY,PAYMENT_RANK,Maturity,DAYS_TO_NEXT_COUPON,NXT_CPN_DT,Coupon,Companion Bond,BP Spread,MTM,All in price,Clean Price,Accrued Interest,Year High Yield,Year Low Yield,Return (YTD),Duration,Modified Duration,Delta,Rand per Basis Point,Convexity,Yield Volatility,Yield / Price Indicator,Last Trade Date,Last MTM Change Date,Index Ratio,Base CPI,Reference CPI,MTM Process Methodology,MTM Change
2030/01/21,FRC399,ZAG000185273,ZAG000185273 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,21-Jan-30,65,2023/07/21,11.058,JIBAR,310,,100.6027636,99.99684577,0.605917808,100,100,0,,0,,,,,Price,12-Apr-22,06-May-23,,,,Price Traded Methodology,
2027/01/19,FRC400,ZAG000185695,ZAG000185695 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,19-Jan-27,63,2023/07/19,11.158,JIBAR,360,,99.48408196,98.81154497,0.672536986,100,100,0,,0,,,,,Price,25-Jan-23,06-May-23,,,,Price Traded Methodology,
2027/01/19,FRC401,ZAG000185703,ZAG000185703 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,19-Jan-27,61,2023/07/19,10.5,R2 030,190,12.045,98.71559,95.49367,3.22192,12.045,10.06,0.12,3.0395691,2.866909466,-2.83008644,283.008644,10.6913416,,Price,06-May-22,24-Apr-23,,,,Illiquid Methodology,
2027/06/20,FRC402,ZAG000185877,ZAG000185877 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,20-Jun-27,34,2023/06/20,12.933,JIBAR,540,,99.87220741,98.24229509,1.629912327,100,100,0,,0,,,,,Price,12-May-22,06-Feb-23,,,,Issuer Valuated,
2026/05/19,FRC403,ZAG000186057,ZAG000186057 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,19-May-26,2,2023/05/19,12.95,JIBAR,860,,95.58806102,92.74970486,2.838356164,100,100,0,,0,,,,,Price,25-Jan-23,24-Apr-23,,,,Price Traded Methodology,
2026/05/19,FRC404,ZAG000186065,ZAG000186065 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,19-May-26,2,2023/05/19,12.96,R186,800,16.74,97.49298,91.3503,6.14268,16.74,12.33,0.28,2.4095949,2.223488921,-2.1677457,216.7745701,6.8252356,,Price,17-May-22,24-Apr-23,,,,Illiquid Methodology,
2027/01/19,FRC405,ZAG000186107,ZAG000186107 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,19-Jan-27,61,2023/07/19,11.1,R2 030,90,11.045,103.5620826,100.1560552,3.406027397,11.1,10.055,0.02,3.0276614,2.869209327,,297.1412933,10.7322901,,Price,25-Jan-23,17-Apr-23,,,,Illiquid Methodology,
2027/07/06,FRC406,ZAG000186198,ZAG000186198 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,06-Jul-27,50,2023/07/06,11.558,JIBAR,360,,101.1068775,99.99857613,1.10830137,100,100,0,,0,,,,,Price,25-Apr-23,06-May-23,,,,Price Traded Methodology,
2026/10/13,FRC407,ZAG000186230,ZAG000186230 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,13-Oct-26,57,2023/07/13,10.908,JIBAR,295,,100.835403,99.99862492,0.836778082,100,100,0,,0,,,,,Price,12-Dec-22,06-May-23,,,,Price Traded Methodology,
2025/09/23,FRC408,ZAG000186537,ZAG000186537 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,23-Sep-25,37,2023/06/23,11.85,JIBAR,480,,100.5346105,98.94378857,1.590821918,100,100,0,,0,,,,,Price,02-Jun-22,06-May-23,,,,Price Traded Methodology,
2025/09/23,FRC409,ZAG000186529,ZAG000186529 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,23-Sep-25,127,2023/09/23,11.15,R186,385,12.59,98.58099,97.08414,1.49685,12.59,10.52,0.11,2.1120148,1.986937114,-1.95874235,195.8742348,5.1701468,,Price,02-Jun-22,24-Apr-23,,,,Illiquid Methodology,
2037/01/31,FRC410,ZAG000186602,ZAG000186602 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,30-Apr-27,75,2023/07/31,10.958,JIBAR,300,,100.3835132,99.99322827,0.390284932,100,100,0,,0,,,,,Price,07-Feb-23,06-May-23,,,,Price Traded Methodology,
2035/02/28,FRC412,ZAG000187048,ZAG000187048 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-May-27,14,2023/05/31,11.3444,JIBAR,389.44,,102.2129022,99.97510275,2.237799452,100,100,0,,0,,,,,Price,07-Feb-23,06-May-23,,,,Price Traded Methodology,
2040/01/31,FRC413,ZAG000187063,ZAG000187063 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,30-Apr-29,75,2023/07/31,12.0236,JIBAR,406.56,,100.4200593,99.99182145,0.428237808,100,100,0,,0,,,,,Price,07-Feb-23,06-May-23,,,,Price Traded Methodology,
2035/02/28,FRC414,ZAG000187147,ZAG000187147 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-May-27,14,2023/05/31,10.95,JIBAR,350,,102.1355977,99.97559772,2.16,0,0,0,,0,,,,,Price,13-Mar-23,04-May-23,,,,Price Traded Methodology,
2035/02/28,FRC415,ZAG000187394,ZAG000187394 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-May-25,14,2023/05/31,10.95,JIBAR,350,,102.1357872,99.97578716,2.16,100,100,0,,0,,,,,Price,21-Jun-22,06-May-23,,,,Price Traded Methodology,
2035/02/28,FRC418,ZAG000187527,ZAG000187527 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-May-27,14,2023/05/31,11.3049,JIBAR,385.49,,102.2051607,99.97515307,2.230007671,100,100,0,,0,,,,,Price,07-Feb-23,06-May-23,,,,Price Traded Methodology,
2029/04/30,FRC419,ZAG000187568,ZAG000187568 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,30-Apr-29,75,2023/07/31,11.9461,JIBAR,398.81,,100.4173935,99.99191594,0.425477534,100,100,0,,0,,,,,Price,07-Feb-23,06-May-23,,,,Price Traded Methodology,
2028/09/27,FRC421,ZAG000187816,ZAG000187816 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,27-Sep-28,41,2023/06/27,11.808,JIBAR,425,,101.4032812,99.94750036,1.455780822,100,100,0,,0,,,,,Price,19-Jul-22,06-May-23,,,,Price Traded Methodology,
2028/09/27,FRC422,ZAG000187956,ZAG000187956 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,27-Sep-28,41,2023/06/27,12.008,JIBAR,445,,101.4275358,99.94709745,1.480438356,100,100,0,,0,,,,,Price,07-Dec-22,06-May-23,,,,Price Traded Methodology,
2028/09/27,FRC423,ZAG000187964,ZAG000187964 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,27-Sep-28,41,2023/06/27,12.008,JIBAR,445,,101.4275358,99.94709745,1.480438356,100,100,0,,0,,,,,Price,06-Jul-22,06-May-23,,,,Price Traded Methodology,
2035/02/28,FRC424,ZAG000188145,ZAG000188145 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Aug-25,14,2023/05/31,10.65,JIBAR,320,,102.0769977,99.97617582,2.100821918,100,100,0,,0,,,,,Price,12-Jul-22,06-May-23,,,,Price Traded Methodology,
2030/01/31,FRC425,ZAG000188152,ZAG000188152 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Jul-25,44,2023/06/30,10.958,JIBAR,300,,100.3834112,99.99312623,0.390284932,100,100,0,,0,,,,,Price,12-Jul-22,06-May-23,,,,Price Traded Methodology,
2032/03/31,FRC426,ZAG000188707,ZAG000188707 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,30-Sep-27,44,2023/06/30,10.958,JIBAR,300,,101.231199,100.0003004,1.23089863,100,100,0,,0,,,,,Price,02-Aug-22,06-May-23,,,,Price Traded Methodology,
2032/03/31,FRC427,ZAG000188715,ZAG000188715 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,30-Sep-26,44,2023/06/30,11.417,JIBAR,350,,101.2864674,99.99940443,1.287063014,100,100,0,,0,,,,,Price,02-Aug-22,06-May-23,,,,Price Traded Methodology,
2027/06/21,FRC428,ZAG000188954,ZAG000188954 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,20-Jun-27,35,2023/06/21,10.573,JIBAR,304,,101.4615348,99.9552444,1.506290411,100,100,0,,0,,,,,Price,25-Apr-23,06-May-23,,,,Price Traded Methodology,
2030/01/31,FRC429,ZAG000189192,ZAG000189192 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Oct-27,150,2023/10/14,10.655,JIBAR,300,,100.3835816,99.9932967,0.390284932,100,100,0,,0,,,,,Price,22-Aug-22,03-May-23,,,,Price Traded Methodology,
2030/01/31,FRC430,ZAG000189200,ZAG000189200 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Oct-26,75,2023/07/31,11.12,JIBAR,366,,100.4062133,99.99242155,0.413791781,100,100,0,,0,,,,,Price,14-Dec-22,03-May-23,,,,Price Traded Methodology,
2035/02/28,FRC431,ZAG000189218,ZAG000189218 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Aug-27,14,2023/05/31,10.45,JIBAR,300,,102.0374715,99.9761016,2.061369863,100,100,0,,0,,,,,Price,14-Dec-22,06-May-23,,,,Price Traded Methodology,
2030/01/31,FRC432,ZAG000189275,ZAG000189275 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Oct-26,75,2023/07/31,10.585,JIBAR,300,,100.383446,99.99316107,0.390284932,100,100,0,,0,,,,,Price,17-Oct-22,06-May-23,,,,Price Traded Methodology,
2035/02/28,FRC433,ZAG000189317,ZAG000189317 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Aug-27,14,2023/05/31,10.45,JIBAR,300,,102.0374715,99.9761016,2.061369863,100,100,0,,0,,,,,Price,25-Aug-22,06-May-23,,,,Price Traded Methodology,
2035/02/28,FRC434,ZAG000189333,ZAG000189333 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Aug-27,14,2023/05/31,10.95,JIBAR,350,,102.1354813,99.97548129,2.16,100,100,0,,0,,,,,Price,25-Aug-22,06-May-23,,,,Price Traded Methodology,
2026/11/20,FRC435,ZAG000189341,ZAG000189341 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,20-Nov-26,5,2023/05/22,9.225,JIBAR,177.5,,102.0112491,99.98933127,2.021917808,100,100,0,,0,,,,,Price,25-Aug-22,06-May-23,,,,Price Traded Methodology,
2027/06/21,FRC436,ZAG000189515,ZAG000189515 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,20-Jun-27,35,2023/06/21,10.483,JIBAR,295,,101.44887,99.95540148,1.493468493,100,100,0,,0,,,,,Price,01-Sep-22,06-May-23,,,,Price Traded Methodology,
2030/01/31,FRC437,ZAG000189531,ZAG000189531 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Jan-30,75,2023/07/31,10,R2 030,-52,9.625,104.55872,101.81899,2.73973,9.715,8.945,0,4.9393622,4.712569769,-4.92740264,492.7402641,29.2321928,,Price,01-Sep-22,04-May-23,,,,Illiquid Methodology,
2035/02/28,FRC438,ZAG000189853,ZAG000189853 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Aug-27,14,2023/05/31,10.45,JIBAR,311.7,,101.6423921,99.58102226,2.061369863,100,100,0,,0,,,,,Price,14-Sep-22,15-Sep-22,,,,Price Traded Methodology,
2035/02/28,FRC439,ZAG000189861,ZAG000189861 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Aug-27,14,2023/05/31,10.6,JIBAR,327,,101.6629353,99.57197644,2.090958904,100,100,0,,0,,,,,Price,14-Sep-22,15-Sep-22,,,,Price Traded Methodology,
2035/02/28,FRC441,ZAG000191008,ZAG000191008 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Aug-27,14,2023/05/31,10.55,JIBAR,310,,102.0570756,99.9759797,2.08109589,100,100,0,,0,,,,,Price,21-Oct-22,06-May-23,,,,Price Traded Methodology,
2035/02/28,FRC442,ZAG000191016,ZAG000191016 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Aug-27,14,2023/05/31,10.55,JIBAR,310,,102.0570756,99.9759797,2.08109589,100,100,0,,0,,,,,Price,15-Dec-22,06-May-23,,,,Price Traded Methodology,
2027/12/20,FRC443,ZAG000191156,ZAG000191156 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,20-Dec-27,34,2023/06/20,10.833,JIBAR,330,,101.4981896,99.9548581,1.543331507,100,100,0,,0,,,,,Price,19-Oct-22,06-May-23,,,,Price Traded Methodology,
2026/09/23,FRC444,ZAG000191164,ZAG000191164 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,23-Sep-26,37,2023/06/23,10.75,JIBAR,320,,101.3964477,99.95329699,1.443150685,100,100,0,,0,,,,,Price,21-Oct-22,06-May-23,,,,Price Traded Methodology,
2023/10/28,FRC445,ZAG000191396,ZAG000191396 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,28-Oct-23,75,2023/07/31,10.158,JIBAR,220,,100.3559592,99.99416745,0.361791781,100,100,0,,0,,,,,Price,28-Oct-22,06-May-23,,,,Price Traded Methodology,
2035/02/28,FRC448,ZAG000192931,ZAG000192931 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Aug-27,14,2023/05/31,10.45,JIBAR,300,,102.0374715,99.9761016,2.061369863,100,100,0,,0,,,,,Price,15-Dec-22,06-May-23,,,,Price Traded Methodology,
2035/02/28,FRC449,ZAG000192923,ZAG000192923 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Aug-27,14,2023/05/31,10.55,JIBAR,310,,102.0570756,99.9759797,2.08109589,100,100,0,,0,,,,,Price,15-Dec-22,06-May-23,,,,Price Traded Methodology,
2030/12/20,FRC450,ZAG000192980,ZAG000192980 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,20-Dec-30,34,2023/06/20,10.933,JIBAR,340,,101.5121587,99.95458067,1.557578082,100,100,0,,0,,,,,Price,22-Dec-22,06-May-23,,,,Price Traded Methodology,
2026/06/28,FRC451,ZAG000193285,ZAG000193285 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,28-Jun-26,42,2023/06/28,9.358,JIBAR,180,,101.078858,99.95077035,1.128087671,100,100,0,,0,,,,,Price,14-Apr-23,06-May-23,,,,Price Traded Methodology,
2023/10/28,FRC452,ZAG000193400,ZAG000193400 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,28-Oct-23,75,2023/07/31,10.158,JIBAR,220,,100.3559592,99.99416745,0.361791781,100,100,0,,0,,,,,Price,20-Apr-23,06-May-23,,,,Price Traded Methodology,
2025/10/29,FRC453,ZAG000193418,ZAG000193418 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,29-Oct-25,75,2023/07/31,10.058,JIBAR,210,,100.3524919,99.99426176,0.358230137,100,100,0,,0,,,,,Price,03-Feb-23,06-May-23,,,,Price Traded Methodology,
2028/06/20,FRC454,ZAG000194317,ZAG000194317 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,20-Jun-28,34,2023/06/20,9.683,JIBAR,215,,101.3362404,99.95674449,1.37949589,100,100,0,,0,,,,,Price,03-Mar-23,06-May-23,,,,Price Traded Methodology,
2030/01/21,FRC455,ZAG000194366,ZAG000194366 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,21-Jan-30,65,2023/07/21,10.308,JIBAR,235,,100.562656,99.99783406,0.564821918,100,100,0,,0,,,,,Price,03-Mar-23,06-May-23,,,,Price Traded Methodology,
2028/04/18,FRC456,ZAG000194416,ZAG000194416 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,18-Apr-28,62,2023/07/18,11.158,JIBAR,320,,100.7004732,99.99736632,0.703106849,100,100,0,,0,,,,,Price,08-Mar-23,06-May-23,,,,Price Traded Methodology,
2027/12/14,FRC457,ZAG000194465,ZAG000194465 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,16-Nov-27,91,2023/08/16,9.572,JIBAR,208,,101.6225277,99.99659894,1.625928767,100,100,0,,0,,,,,Price,14-Apr-23,06-May-23,,,,Price Traded Methodology,
2029/12/20,FRC458,ZAG000194481,ZAG000194481 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,20-Dec-29,34,2023/06/20,10.383,JIBAR,285,,101.4347611,99.95553916,1.479221918,100,100,0,,0,,,,,Price,09-Mar-23,06-May-23,,,,Price Traded Methodology,
2033/12/07,FRC461,ZAG000194663,ZAG000194663 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,30-Apr-25,75,2023/07/31,10.98,JIBAR,369.4,,100.4074852,99.99248248,0.41500274,100,100,0,,0,,,,,Price,15-Mar-23,06-May-23,,,,Price Traded Methodology,
2033/12/07,FRC462,ZAG000194655,ZAG000194655 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,30-Apr-26,75,2023/07/31,10.523,JIBAR,300,,100.3835149,99.99322998,0.390284932,100,100,0,,0,,,,,Price,15-Mar-23,06-May-23,,,,Price Traded Methodology,
2032/04/20,FRC463,ZAG000194770,ZAG000194770 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,20-Apr-32,64,2023/07/20,11.278,JIBAR,332,,100.6456015,99.99673024,0.648871233,100,100,0,,0,,,,,Price,16-Mar-23,06-May-23,,,,Price Traded Methodology,
2026/03/20,FRC464,ZAG000194879,ZAG000194879 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,20-Mar-26,34,2023/06/20,9.075,JIBAR,155,,101.200605,99.95745431,1.243150685,100,100,0,,0,,,,,Price,20-Mar-23,06-May-23,,,,Price Traded Methodology,
2024/11/06,FRC465,ZAG000195207,ZAG000195207 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,06-Nov-24,82,2023/08/07,10.083,JIBAR,210,,100.0171598,99.93649605,0.080663793,100,100,0,,0,,,,,Price,14-Apr-23,06-May-23,,,,Price Traded Methodology,
2033/02/28,FRI33,ZAG000141706,ZAG000141706 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,28-Feb-33,106,2023/08/31,1.875,I2033,50,5.05,111.35838,110.81679,0.54159,5.3,4.86,0.03,8.8048008,8.58795493,-9.5634087,956.3408696,83.4123,,Rate,13-Mar-23,16-Sep-20,1.464297818,73.31709656,107.3580645,Inflation Linked Methodology,
2038/01/31,FRI38,ZAG000141862,ZAG000141862 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Jan-38,75,2023/07/31,2.25,I2038,65,5.3,119.73909,118.68025,1.05884,5.52,5.07,0.03,11.9624126,11.6535924,-13.95390555,1395.390555,161.578642,,Rate,01-Mar-23,02-Aug-21,1.717661163,62.50246954,107.3580645,Inflation Linked Methodology,
2023/07/31,FRJ23,ZAG000149436,ZAG000149436 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Jul-23,75,2023/07/31,9.417,JIBAR,20,,100.503506,100.271306,0.2322,100,100,0,,0,,,,,Price,24-Mar-23,19-Mar-23,,,,Price Traded Methodology,
2024/02/14,FRJ24,ZAG000156977,ZAG000156977 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,14-Feb-24,89,2023/08/14,8.8,JIBAR,81.5,,100.293137,100.3895754,-0.096438356,100,100,0,,0,,,,,Price,04-May-23,04-Apr-23,,,,Price Traded Methodology,
2025/03/09,FRJ25,ZAG000124256,ZAG000124256 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,09-Mar-25,23,2023/06/09,9.483,JIBAR,105,,103.1874389,101.5506471,1.636791781,100,100,0,,0,,,,,Price,02-May-23,01-Feb-23,,,,Price Traded Methodology,
2026/02/14,FRJ26,ZAG000156969,ZAG000156969 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,14-Feb-26,89,2023/08/14,8.9,JIBAR,125,,100.3840883,100.4816225,-0.097534247,100,100,0,,0,,,,,Price,04-May-23,03-May-23,,,,Price Traded Methodology,
2027/01/25,FRJ27,ZAG000141912,ZAG000141912 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,25-Jan-27,69,2023/07/25,9.883,JIBAR,109,,103.0301686,102.5969412,0.433227397,100,100,0,,0,,,,,Price,24-Mar-23,05-Mar-23,,,,Price Traded Methodology,
2027/04/20,FRJ27S,ZAG000185232,ZAG000185232 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,20-Apr-27,64,2023/07/20,9.258,JIBAR,123,,100.7607737,100.2281217,0.532652055,100,100,0,,0,,,,,Price,01-Mar-23,07-Feb-23,,,,Price Traded Methodology,
2028/06/22,FRJ28,ZAG000177205,ZAG000177205 Corp,FIRSTRAND BANK L,BANK,Sr Unsecured,22-Jun-28,36,2023/06/22,8.975,JIBAR,131,,101.746236,100.5167839,1.229452055,100,100,0,,0,,,,,Price,28-Apr-23,05-Mar-23,,,,Price Traded Methodology,
2029/08/14,FRJ29,ZAG000156951,ZAG000156951 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,14-Aug-29,89,2023/08/14,9.14,JIBAR,136,,101.4348421,101.5350065,-0.100164384,100,100,0,,0,,,,,Price,02-May-23,05-Mar-23,,,,Price Traded Methodology,
2029/04/20,FRJ29S,ZAG000185257,ZAG000185257 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,20-Apr-29,64,2023/07/20,9.408,JIBAR,146,,100.4957869,99.9545047,0.541282192,100,100,0,,0,,,,,Price,05-May-23,19-Sep-22,,,,Price Traded Methodology,
2030/03/23,FRJ30,ZAG000194713,ZAG000194713 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,23-Mar-30,37,2023/06/23,8.953,JIBAR,142,,101.1560774,99.95416785,1.201909589,100,100,0,,0,,,,,Price,02-May-23,06-May-23,,,,Price Traded Methodology,
2031/06/22,FRJ31,ZAG000177213,ZAG000177213 Corp,FIRSTRAND BANK L,BANK,Sr Unsecured,22-Jun-31,36,2023/06/22,9.065,JIBAR,138,,102.0805265,100.8387457,1.241780822,100,100,0,,0,,,,,Price,07-Feb-23,05-Mar-23,,,,Price Traded Methodology,
2033/03/23,FRJ33,ZAG000194721,ZAG000194721 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,23-Mar-33,37,2023/06/23,9.053,JIBAR,152,,101.1694113,99.95407708,1.215334247,100,100,0,,0,,,,,Price,22-Mar-23,06-May-23,,,,Price Traded Methodology,
2038/01/31,FRS101,ZAG000111774,ZAG000111774 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Jan-38,75,2023/07/31,2.25,I2038,62,5.27,120.15857,119.09973,1.05884,5.49,5.04,0.03,11.9685959,11.66132014,-14.01207665,1401.207665,161.7322408,,Price,21-Apr-23,04-May-23,1.717661163,62.50246954,107.3580645,Inflation Linked Methodology,
2024/01/23,FRS103,ZAG000111840,ZAG000111840 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,23-Jan-24,68,2023/07/24,9.158,JIBAR,143,,100.2702674,99.84373044,0.426536986,100,100,0,,0,,,,,Price,24-Mar-23,02-Mar-22,,,,Price Traded Methodology,
2038/01/31,FRS108,ZAG000113515,ZAG000113515 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Jan-38,75,2023/07/31,2.25,I2038,76,5.41,118.21581,117.15697,1.05884,5.63,5.18,0.03,11.9396506,11.6251892,-13.74281072,1374.281072,161.0147465,,Rate,24-Aug-22,04-May-23,1.717661163,62.50246954,107.3580645,Inflation Linked Methodology,
2033/12/07,FRS109,ZAG000113564,ZAG000113564 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,07-Dec-33,21,2023/06/07,3.45,R202,83,5.43,234.99978,230.98216,4.01762,5.62,5.22,0.03,8.6198095,8.391967596,-19.72110545,1972.110545,84.7742363,,Rate,20-Dec-22,24-Aug-22,2.742271471,39.14932043,107.3580645,Inflation Linked Methodology,
2038/01/31,FRS110,ZAG000113663,ZAG000113663 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Jan-38,75,2023/07/31,2.25,I2038,108,5.73,113.91403,112.85519,1.05884,5.95,5.5,0.03,11.8726318,11.54195481,-13.1479069,1314.79069,159.3681356,,Rate,06-Apr-23,29-Dec-22,1.717661163,62.50246954,107.3580645,Inflation Linked Methodology,
2033/12/07,FRS112,ZAG000115395,ZAG000115395 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,07-Dec-33,21,2023/06/07,3.45,R202,83,5.43,234.99978,230.98216,4.01762,5.62,5.22,0.03,8.6198095,8.391967596,-19.72110545,1972.110545,84.7742363,,Price,20-Dec-22,04-May-23,2.742271471,39.14932043,107.3580645,Inflation Linked Methodology,
2025/01/31,FRS114,ZAG000116070,ZAG000116070 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Jan-25,75,2023/07/31,2,I2025,150,4.82,164.78913,163.84794,0.94119,4.97,4.62,0,1.6933007,1.653452543,-2.72470998,272.4709984,3.5743625,,Rate,28-Jul-22,28-Jul-22,1.717661163,62.50246954,107.3580645,Inflation Linked Methodology,
2038/01/31,FRS119,ZAG000118951,ZAG000118951 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Jan-38,75,2023/07/31,2.25,I2038,70,5.35,119.04381,117.98497,1.05884,5.57,5.12,0.03,11.9520837,11.64069512,-13.85752671,1385.752671,161.3224619,,Rate,08-Mar-23,17-Jan-21,1.717661163,62.50246954,107.3580645,Inflation Linked Methodology,
2033/12/07,FRS120,ZAG000119298,ZAG000119298 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,07-Dec-33,21,2023/06/07,3.45,R202,95,5.55,232.64754,228.62992,4.01762,5.74,5.34,0.03,8.6071276,8.374728903,-19.48359989,1948.359989,84.5181091,,Rate,03-Apr-23,04-May-23,2.742271471,39.14932043,107.3580645,Inflation Linked Methodology,
2033/12/07,FRS121,ZAG000120643,ZAG000120643 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,07-Dec-33,21,2023/06/07,3.45,R202,95,5.55,232.64754,228.62992,4.01762,5.79,5.39,0.02,8.6071276,8.374728903,-19.48359989,1948.359989,84.5181091,,Rate,03-Apr-23,02-Apr-23,2.742271471,39.14932043,107.3580645,Inflation Linked Methodology,
2025/01/31,FRS122,ZAG000121062,ZAG000121062 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Jan-25,75,2023/07/31,2,I2025,68,4,167.04334,166.10215,0.94119,4.15,3.8,0,1.6935786,1.660371193,-2.77353941,277.3539412,3.6038642,,Rate,20-Feb-23,22-Jan-23,1.717661163,62.50246954,107.3580645,Inflation Linked Methodology,
2033/12/07,FRS123,ZAG000121328,ZAG000121328 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,07-Dec-33,21,2023/06/07,3.45,R202,103,5.63,231.09511,227.07749,4.01762,5.82,5.42,0.03,8.598639,8.363214523,-19.32698025,1932.698025,84.3472753,,Rate,12-Jul-18,04-May-23,2.742271471,39.14932043,107.3580645,Inflation Linked Methodology,
2038/01/31,FRS124,ZAG000122953,ZAG000122953 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,31-Jan-38,75,2023/07/31,2.25,I2038,90,5.55,116.31034,115.2515,1.05884,5.77,5.32,0.03,11.9104767,11.58888509,-13.47907104,1347.907104,160.2954807,,Rate,24-Feb-22,22-Dec-19,1.717661163,62.50246954,107.3580645,Inflation Linked Methodology,
