Date,Bond Code,ISIN Code,Ticker,ISSUER,ISSUER_INDUSTRY,PAYMENT_RANK,DAYS_TO_NEXT_COUPON,NXT_CPN_DT,Maturity,Coupon,Companion Bond,BP Spread,MTM,All in price,Clean Price,Accrued Interest,Year High Yield,Year Low Yield,Return (YTD),Duration,Modified Duration,Delta,Rand per Basis Point,Convexity,Yield Volatility,Yield / Price Indicator,Last Trade Date,Last MTM Change Date,Index Ratio,Base CPI,Reference CPI,MTM Process Methodology,MTM Change
2023/10/30,EQT006,ZAG000172099,ZAG000172099 Corp,EQUITES PROPERTY FUND,FINANCIAL,Sr Unsecured,35,2023/07/31,30-Oct-23,9.817,JIBAR,185,,100.5210477,99.98312985,0.537917808,100,100,0,,0,,,,,Price,30-Oct-20,15-May-23,,,,Price Traded Methodology,
2024/06/22,EQT007,ZAG000177239,ZAG000177239 Corp,EQUITES PROPERTY,FINANCIAL,Sr Unsecured,88,2023/09/22,22-Jun-24,9.175,JIBAR,165,,101.4941073,99.96075112,1.533356164,100,100,0,,0,,,,,Price,24-Mar-23,15-May-23,,,,Price Traded Methodology,
2024/10/08,EQT008,ZAG000180563,ZAG000180563 Corp,EQUITES PROPERTY FUND,FINANCIAL,Sr Unsecured,14,2023/07/10,08-Oct-24,9.608,JIBAR,165,,101.0710738,99.99181905,1.079254795,100,100,0,,0,,,,,Price,07-Oct-21,15-May-23,,,,Price Traded Methodology,
2024/11/12,EQT010,ZAG000181132,ZAG000181132 Corp,EQUITES PROPERTY FUND,FINANCIAL,Sr Unsecured,49,2023/08/14,12-Nov-24,9.525,JIBAR,119,,100.6115466,100.3505877,0.260958904,100,100,0,,0,,,,,Price,08-May-23,23-Apr-23,,,,Price Traded Methodology,
2023/11/11,EQT011,ZAG000191503,ZAG000191503 Corp,EQUITES PROPERTY FUND,FINANCIAL,Sr Unsecured,46,2023/08/11,11-Nov-23,9.097,JIBAR,108,,100.260718,99.98656181,0.274156164,100,100,0,,0,,,,,Price,26-Apr-23,15-May-23,,,,Price Traded Methodology,
2025/11/11,EQT012,ZAG000191511,ZAG000191511 Corp,EQUITES PROPERTY FUND,FINANCIAL,Sr Unsecured,46,2023/08/11,11-Nov-25,9.477,JIBAR,146,,100.2719433,99.98633512,0.285608219,100,100,0,,0,,,,,Price,05-Apr-23,15-May-23,,,,Price Traded Methodology,
2027/11/11,EQT013,ZAG000191529,ZAG000191529 Corp,EQUITES PROPERTY FUND,FINANCIAL,Sr Unsecured,46,2023/08/11,11-Nov-27,9.607,JIBAR,145,,100.7726341,100.4831081,0.289526027,100,100,0,,0,,,,,Price,02-May-23,02-Mar-23,,,,Price Traded Methodology,
2032/06/03,ETK001,ZAG000186420,ZAG000186420 Corp,ETHEKWINI METRO MUNICPAL,GOVT REGIONAL,Sr Unsecured,160,2023/12/03,03-Jun-32,10.91,R2 032,74,12.43,100.2700524,95.24846334,5.021589041,12.43,10.885,0.07,3.1850662,2.99869717,,300.6795223,17.4237159,,Price,03-Jun-22,24-Aug-22,,,,Illiquid Methodology,
2037/06/03,ETK002,ZAG000186412,ZAG000186412 Corp,ETHEKWINI METRO MUNICPAL,GOVT REGIONAL,Sr Unsecured,160,2023/12/03,03-Jun-37,12.22,R2 037,275,15.16,94.53649695,88.91194901,5.624547945,15.16,13.74,0.06,3.8688178,3.596224028,,339.9744218,26.1598712,,Price,03-Jun-22,21-Sep-22,,,,Illiquid Methodology,
2024/06/13,EXX05,ZAG000160334,ZAG000160334 Corp,EXXARO RESOURCES LTD,INDUSTRIAL,Sr Unsecured,79,2023/09/13,13-Jun-24,9.39,JIBAR,114,,102.5232736,100.7224517,1.800821918,100,100,0,,0,,,,,Price,09-May-23,05-Mar-23,,,,Price Traded Methodology,
2024/08/15,FIFB17,ZAG000161753,ZAG000161753 Corp,FORTRESS REIT LTD,FINANCIAL,Sr Unsecured,50,2023/08/15,15-Aug-24,9.983,JIBAR,190,,100.190415,99.99896021,0.191454795,100,100,0,,0,,,,,Price,28-Oct-22,15-May-23,,,,Price Traded Methodology,
2024/10/29,FIFB18,ZAG000163858,ZAG000163858 Corp,FORTRESS REIT LTD,FINANCIAL,Sr Unsecured,35,2023/07/31,29-Oct-24,9.817,JIBAR,185,,100.5210537,99.98313591,0.537917808,100,100,0,,0,,,,,Price,25-Feb-20,15-May-23,,,,Price Traded Methodology,
2023/10/13,FIFB19,ZAG000171604,ZAG000171604 Corp,FORTRESS REIT LTD,FINANCIAL,Sr Unsecured,17,2023/07/13,13-Oct-23,10.158,JIBAR,133,,101.4082886,100.3229133,1.085375342,100,100,0,,0,,,,,Price,15-May-23,19-May-22,,,,Price Traded Methodology,
2027/11/21,FIFB20,ZAG000192188,ZAG000192188 Corp,FORTRESS REIT LTD,FINANCIAL,Sr Unsecured,56,2023/08/21,21-Nov-27,9.25,JIBAR,180,,99.99969396,99.99969396,0,100,100,0,,0,,,,,Price,21-Nov-22,15-May-23,,,,Price Traded Methodology,
2024/08/05,FIFG01,ZAG000178492,ZAG000178492 Corp,FORTRESS REIT LTD,FINANCIAL,Sr Unsecured,40,2023/08/05,05-Aug-24,9.875,JIBAR,180,,100.5506724,100.0907409,0.459931507,100,100,0,,0,,,,,Price,28-Oct-22,20-Sep-22,,,,Price Traded Methodology,
2026/08/05,FIFG02,ZAG000178500,ZAG000178500 Corp,FORTRESS REIT LTD,FINANCIAL,Sr Unsecured,42,2023/08/07,05-Aug-26,10.275,JIBAR,240,,100.1902302,99.71166857,0.478561644,100,100,0,,0,,,,,Price,25-Jan-23,15-May-23,,,,Price Traded Methodology,
2025/02/22,FIFG03,ZAG000183815,ZAG000183815 Corp,FORTRESS REIT LTD,FINANCIAL,Sr Unsecured,57,2023/08/22,22-Feb-25,9.25,JIBAR,192,,99.80875953,99.80875953,0,100,100,0,,0,,,,,Price,12-May-23,14-May-23,,,,Price Traded Methodology,
2027/02/22,FIFG04,ZAG000183807,ZAG000183807 Corp,FORTRESS REIT LTD,FINANCIAL,Sr Unsecured,57,2023/08/22,22-Feb-27,9.65,JIBAR,220,,99.99948774,99.99948774,0,100,100,0,,0,,,,,Price,25-Jan-23,15-May-23,,,,Price Traded Methodology,
2027/08/22,FIFG05,ZAG000183799,ZAG000183799 Corp,FORTRESS REIT LTD,FINANCIAL,Sr Unsecured,57,2023/08/22,22-Aug-27,9.75,JIBAR,230,,99.99951666,99.99951666,0,100,100,0,,0,,,,,Price,24-Mar-23,15-May-23,,,,Price Traded Methodology,
2029/06/03,FRB26,ZAG000159955,ZAG000159955 Corp,FIRSTRAND BANK LTD,BANK,Subordinated,70,2023/09/04,03-Jun-24,9.707,JIBAR,146,,102.8697044,100.7421428,2.127561644,100,100,0,,0,,,,,Price,15-May-23,25-Apr-23,,,,Price Traded Methodology,
2031/06/03,FRB27,ZAG000159963,ZAG000159963 Corp,FIRSTRAND BANK LTD,BANK,Subordinated,160,2023/12/03,03-Jun-26,10.19,R186,48,10.24,104.62358,99.87755,4.74603,10.24,8.44,0.11,2.5627295,2.437908619,-2.55062726,255.0627255,7.8479754,,Rate,23-Jan-23,13-Dec-21,,,,Illiquid Methodology,
2031/04/19,FRB29,ZAG000175555,ZAG000175555 Corp,FIRSTRAND BANK LTD,BANK,Subordinated,23,2023/07/19,19-Apr-26,10.298,JIBAR,158,,102.8089488,101.8778967,0.931052055,100,100,0,,0,,,,,Price,15-May-23,07-May-23,,,,Price Traded Methodology,
2031/04/19,FRB30,ZAG000175563,ZAG000175563 Corp,FIRSTRAND BANK LTD,BANK,Subordinated,115,2023/10/19,19-Apr-26,8.155,R186,40,10.16,95.77662,95.03932,0.7373,10.16,8.36,0.11,2.6223068,2.49553367,-2.39013773,239.0137728,7.8275104,,Rate,11-May-23,29-Aug-21,,,,Illiquid Methodology,
2031/11/24,FRB31,ZAG000181520,ZAG000181520 Corp,FIRSTRAND BANK LTD,BANK,Subordinated,59,2023/08/24,24-Nov-26,9.35,JIBAR,164,,100.7039585,100.7551914,-0.051232877,100,100,0,,0,,,,,Price,08-May-23,07-May-23,,,,Price Traded Methodology,
2032/09/28,FRB32,ZAG000189838,ZAG000189838 Corp,FIRSTRAND BANK LTD,BANK,Subordinated,2,2023/06/28,28-Sep-27,9.608,JIBAR,177,,102.3690409,100.9212601,1.447780822,100,100,0,,0,,,,,Price,16-May-23,07-Mar-23,,,,Price Traded Methodology,
2034/09/28,FRB33,ZAG000189846,ZAG000189846 Corp,FIRSTRAND BANK LTD,BANK,Subordinated,2,2023/06/28,28-Sep-29,9.758,JIBAR,220,,101.4249996,99.95461607,1.470383562,100,100,0,,0,,,,,Price,16-May-23,15-May-23,,,,Price Traded Methodology,
2033/02/06,FRB35,ZAG000193269,ZAG000193269 Corp,FIRSTRAND BANK LTD,BANK,Subordinated,42,2023/08/07,06-Feb-28,9.883,JIBAR,183,,100.617153,100.238079,0.379073973,100,100,0,,0,,,,,Price,16-May-23,02-May-23,,,,Price Traded Methodology,
2023/12/07,FRBI23,ZAG000076498,ZAG000076498 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,164,2023/12/07,07-Dec-23,5.5,R197,97,3.97,335.49537,327.37316,8.12221,4.87,3.318,-0.17,0.530671,0.52034224,-1.74572415,174.5724153,0.53208,,Rate,03-Apr-23,30-Oct-22,3.247103781,33.15013709,107.6419355,Inflation Linked Methodology,
2025/01/31,FRBI25,ZAG000109588,ZAG000109588 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jan-25,2,I2025,75,4.335,166.774,165.72652,1.04748,4.555,3.445,0.18,1.6630786,1.627796075,-2.71474069,271.4740694,3.4795007,,Price,17-Apr-23,17-Apr-23,1.722202919,62.50246954,107.6419355,Inflation Linked Methodology,
2028/03/31,FRBI28,ZAG000079237,ZAG000079237 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,96,2023/09/30,31-Mar-28,2.6,R210,80,4.875,214.43225,213.55586,0.87639,4.875,4.37,0.08,4.5600144,4.451508837,-9.54547055,954.547055,22.8196178,,Rate,09-May-23,07-Feb-23,2.366008516,45.49515978,107.6419355,Inflation Linked Methodology,
2029/03/31,FRBI29,ZAG000145608,ZAG000145608 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,96,2023/09/30,31-Mar-29,1.875,I2029,87,5.09,115.91018,115.54226,0.36792,5.18,4.809,0.01,5.5251171,5.387992644,-6.24523217,624.5232167,32.7936456,,Price,23-Jan-23,15-Apr-19,1.377353009,78.15130528,107.6419355,Inflation Linked Methodology,
2033/12/07,FRBI33,ZAG000079245,ZAG000079245 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,164,2023/12/07,07-Dec-33,3.45,R202,95,5.82,228.4551,224.14099,4.31411,5.82,5.205,0.11,8.5481497,8.306432543,-18.97646801,1897.646801,83.4383138,,Price,11-May-23,02-Apr-23,2.749522451,39.14932043,107.6419355,Inflation Linked Methodology,
2046/03/31,FRBI46,ZAG000135302,ZAG000135302 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,96,2023/09/30,31-Mar-46,2.5,I2046,90,5.835,95.03202,94.4539,0.57812,5.9,5.32,0.08,15.4351887,14.9976328,-14.25255391,1425.255391,296.9733834,,Rate,09-May-23,28-Aug-22,1.623199209,66.31467962,107.6419355,Inflation Linked Methodology,
2050/12/31,FRBI50,ZAG000141649,ZAG000141649 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,4,2023/06/30,31-Dec-50,2.5,I2050,85,5.82,95.73137,94.0579,1.67347,5.82,5.28,0.09,16.6593735,16.18829417,-15.49727659,1549.727659,370.429695,,Rate,22-May-19,27-Sep-22,1.720619014,62.56000581,107.6419355,Inflation Linked Methodology,
2024/10/28,FRBZ02,ZAG000072711,ZAG000072711 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,490,#N/A Field Not Applicable,28-Oct-24,0,R186,,10.059,87.00721434,87.00721434,0,10.05937,8.39781,0.13,,0,,,,,Price,22-Dec-22,02-Mar-11,,,,Issuer Valuated,
2024/12/10,FRBZ03,ZAG000080029,ZAG000080029 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,533,#N/A Field Not Applicable,10-Dec-24,0,,,10.091,85.99156172,85.99156172,0,10.09092,8.37748,0.14,,0,,,,,Price,07-Sep-10,15-May-23,,,,Issuer Valuated,
2025/01/31,FRC169,ZAG000104852,ZAG000104852 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jan-25,2,I2025,160,5.185,164.48729,163.43981,1.04748,5.405,4.72,0.05,1.6627898,1.620771302,-2.66596267,266.5962668,3.4500205,,Price,21-Jan-21,24-Oct-18,1.722202919,62.50246954,107.6419355,Inflation Linked Methodology,
2023/08/06,FRC181,ZAG000108549,ZAG000108549 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,41,2023/08/06,06-Aug-23,11.083,JIBAR,,,98.53523438,98.29231938,0.242915,0,0,0,,0,,,,,Price,23-Feb-16,22-Oct-15,,,,Issuer Valuated,
2027/07/17,FRC256,ZAG000145806,ZAG000145806 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,21,2023/07/17,17-Jul-27,10.175,JIBAR,185,,102.1289147,101.1532298,0.975684932,100,100,0,,0,,,,,Price,04-Jan-18,20-Jun-18,,,,Price Traded Methodology,
2023/08/06,FRC267,ZAG000150004,ZAG000150004 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,41,2023/08/06,06-Aug-23,11.483,JIBAR,265,,100.5962936,100.1558498,0.440443836,100,100,0,,0,,,,,Price,04-Dec-18,15-May-23,,,,Price Traded Methodology,
2023/12/20,FRC280,ZAG000153776,ZAG000153776 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Dec-23,10.233,JIBAR,270,,101.6148434,100.0168133,1.59803014,100,100,0,,0,,,,,Price,29-Oct-20,06-Feb-23,,,,Issuer Valuated,
2024/11/11,FRC284,ZAG000154642,ZAG000154642 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,46,2023/08/11,11-Nov-24,11.867,JIBAR,385,,100.3419276,99.98429201,0.357635616,100,100,0,,0,,,,,Price,11-Oct-18,15-May-23,,,,Price Traded Methodology,
2024/05/14,FRC296,ZAG000159369,ZAG000159369 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,49,2023/08/14,14-May-24,10.083,JIBAR,200,,100.1933555,99.99998291,0.193372603,100,100,0,,0,,,,,Price,14-Mar-23,15-May-23,,,,Price Traded Methodology,
2024/05/14,FRC297,ZAG000159351,ZAG000159351 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,49,2023/08/14,14-May-24,10.183,JIBAR,210,,100.1952286,99.99993816,0.195290411,100,100,0,,0,,,,,Price,09-Feb-23,15-May-23,,,,Price Traded Methodology,
2024/06/20,FRC299,ZAG000159575,ZAG000159575 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-24,11.233,JIBAR,352,,102.0803489,100.1415023,1.938846575,100,100,0,,0,,,,,Price,02-May-23,04-May-22,,,,Price Traded Methodology,
2024/11/11,FRC302,ZAG000160029,ZAG000160029 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,#N/A N/A,2023/08/11,11-Nov-24,3.03,JIBAR,225,,101.3683608,101.0354375,0.332923288,100,100,0,,0,,,,,Price,04-Jun-19,17-Jan-21,,,,Price Traded Methodology,
2024/05/31,FRC303,ZAG000160425,ZAG000160425 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,66,2023/08/31,31-May-24,10.65,JIBAR,320,,102.4112306,99.98944979,2.421780822,100,100,0,,0,,,,,Price,20-Jun-19,08-Mar-20,,,,Price Traded Methodology,
2023/10/06,FRC305,ZAG000160920,ZAG000160920 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,42,2023/08/07,06-Nov-23,10.99,JIBAR,252.1,,100.6180642,100.19653,0.421534247,100,100,0,,0,,,,,Price,12-May-23,04-Oct-22,,,,Price Traded Methodology,
2024/05/31,FRC308,ZAG000161605,ZAG000161605 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,66,2023/08/31,31-May-24,10.47,JIBAR,240,,102.9651057,100.5842564,2.380849315,100,100,0,,0,,,,,Price,13-Dec-22,16-May-21,,,,Price Traded Methodology,
2024/06/20,FRC309,ZAG000161738,ZAG000161738 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-24,9.283,JIBAR,175,,101.5664996,99.96422841,1.602271233,100,100,0,,0,,,,,Price,17-Dec-20,15-May-23,,,,Price Traded Methodology,
2024/12/24,FRC310,ZAG000161936,ZAG000161936 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Dec-24,10.113,JIBAR,258,,101.7085445,99.96301304,1.745531507,100,100,0,,0,,,,,Price,21-Aug-19,15-May-23,,,,Price Traded Methodology,
2024/06/20,FRC313,ZAG000161993,ZAG000161993 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-24,10.733,JIBAR,320,,101.8147265,99.96218125,1.852545205,100,100,0,,0,,,,,Price,22-Aug-19,15-May-23,,,,Price Traded Methodology,
2026/10/13,FRC315,ZAG000163155,ZAG000163155 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,17,2023/07/13,13-Oct-26,10.908,JIBAR,,,97.75546824,96.7692655,0.986202738,0,0,0,,0,,,,,Price,23-Jul-20,18-Nov-19,,,,Issuer Valuated,
2033/09/15,FRC316,ZAG000163460,ZAG000163460 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,81,2023/09/15,15-Sep-33,9.947,JIBAR,243,,101.823356,99.97021631,1.853139726,100,100,0,,0,,,,,Price,14-Oct-19,15-May-23,,,,Price Traded Methodology,
2034/07/31,FRC317,ZAG000163551,ZAG000163551 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jul-34,10.138,JIBAR,218,,100.6452647,99.97865646,0.666608219,100,100,0,,0,,,,,Price,16-Oct-19,15-May-23,,,,Price Traded Methodology,
2024/12/20,FRC318,ZAG000163684,ZAG000163684 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Dec-24,10.033,JIBAR,250,,101.6948527,99.9631294,1.731723288,100,100,0,,0,,,,,Price,25-Aug-20,14-Jun-21,,,,Price Traded Methodology,
2026/12/20,FRC319,ZAG000163700,ZAG000163700 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Dec-26,10.733,JIBAR,320,,97.25561833,95.46744282,1.788175505,100,100,0,,0,,,,,Price,25-Jul-22,06-Feb-23,,,,Issuer Valuated,
2024/12/20,FRC323,ZAG000163874,ZAG000163874 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Dec-24,10.893,JIBAR,331,,101.9131426,100.032981,1.880161644,100,100,0,,0,,,,,Price,14-Mar-23,25-Aug-21,,,,Price Traded Methodology,
2026/06/20,FRC324,ZAG000164021,ZAG000164021 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-26,10.183,JIBAR,265,,101.720275,99.9626613,1.757613699,100,100,0,,0,,,,,Price,05-Nov-19,15-May-23,,,,Price Traded Methodology,
2024/04/02,FRC325,ZAG000164302,ZAG000164302 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,7,2023/07/03,02-Apr-24,9.558,JIBAR,160,,101.2772005,99.99407175,1.283128767,100,100,0,,0,,,,,Price,08-Sep-22,15-May-23,,,,Price Traded Methodology,
2023/11/06,FRC329,ZAG000165945,ZAG000165945 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,42,2023/08/07,06-Nov-23,9.553,JIBAR,157,,100.3484599,99.9820435,0.366416438,100,100,0,,0,,,,,Price,31-Jan-20,15-May-23,,,,Price Traded Methodology,
2024/05/31,FRC335,ZAG000166950,ZAG000166950 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,66,2023/08/31,31-May-24,10.05,JIBAR,240,,102.4670126,100.1816701,2.285342466,100,100,0,,0,,,,,Price,03-Jun-22,16-May-21,,,,Price Traded Methodology,
2023/12/07,FRC339,ZAG000168626,ZAG000168626 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,73,2023/09/07,07-Dec-23,8.967,JIBAR,125,,101.9800875,100.1129861,1.86710137,100,100,0,,0,,,,,Price,09-Dec-22,21-Sep-20,,,,Price Traded Methodology,
2024/02/20,FRC340,ZAG000168659,ZAG000168659 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,56,2023/08/21,20-Feb-24,8.979,JIBAR,130,,100.1637733,100.1637733,0,100,100,0,,0,,,,,Price,15-May-23,21-Sep-20,,,,Price Traded Methodology,
2024/12/20,FRC341,ZAG000168675,ZAG000168675 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Dec-24,12.013,JIBAR,448,,102.0334602,99.95998351,2.073476712,100,100,0,,0,,,,,Price,13-Jun-22,15-May-23,,,,Price Traded Methodology,
2027/12/21,FRC343,ZAG000169533,ZAG000169533 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,87,2023/09/21,21-Dec-27,9.525,JIBAR,200,,101.5538356,99.9619863,1.591849315,100,100,0,,0,,,,,Price,12-Apr-23,15-May-23,,,,Price Traded Methodology,
2025/12/20,FRC346,ZAG000171430,ZAG000171430 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Dec-25,11.253,JIBAR,372,,100.7150711,98.93400574,1.78106535,100,100,0,,0,,,,,Price,20-Jan-21,06-Feb-23,,,,Issuer Valuated,
2024/03/27,FRC347,ZAG000171562,ZAG000171562 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,1,2023/06/27,27-Mar-24,13.298,JIBAR,552.8,,102.157617,100.1173759,2.040241096,100,100,0,,0,,,,,Price,01-Sep-21,31-Aug-21,,,,Price Traded Methodology,
2037/01/31,FRC348,ZAG000172024,ZAG000172024 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jul-23,10.909,JIBAR,262,,100.7574476,100.0401435,0.71730411,100,100,0,,0,,,,,Price,03-Feb-23,21-Jun-22,,,,Price Traded Methodology,
2037/01/31,FRC349,ZAG000172347,ZAG000172347 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jul-23,10.558,JIBAR,255,,100.6820231,99.98779849,0.694224658,100,100,0,,0,,,,,Price,14-Dec-22,05-Oct-21,,,,Price Traded Methodology,
2030/01/31,FRC350,ZAG000172354,ZAG000172354 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jul-23,9.958,JIBAR,189,,100.6547106,99.99993801,0.654772603,100,100,0,,0,,,,,Price,06-Oct-21,05-Oct-21,,,,Price Traded Methodology,
2035/02/28,FRC351,ZAG000172644,ZAG000172644 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,66,2023/08/31,31-Aug-23,9.95,JIBAR,250,,102.2525418,99.98993906,2.26260274,100,100,0,,0,,,,,Price,14-Dec-22,15-May-23,,,,Price Traded Methodology,
2037/01/31,FRC353,ZAG000172883,ZAG000172883 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jul-23,10.658,JIBAR,244,,100.7279683,100.0271683,0.7008,100,100,0,,0,,,,,Price,03-Feb-23,21-Jun-22,,,,Price Traded Methodology,
2028/03/31,FRC354,ZAG000173071,ZAG000173071 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,4,2023/06/30,30-Sep-23,9.992,JIBAR,203.4,,101.4179796,99.99446176,1.423517808,100,100,0,,0,,,,,Price,17-Mar-23,15-May-23,,,,Price Traded Methodology,
2037/01/31,FRC355,ZAG000173162,ZAG000173162 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jul-23,10.668,JIBAR,260,,100.7003829,99.99892539,0.701457534,100,100,0,,0,,,,,Price,20-Mar-23,14-Nov-21,,,,Price Traded Methodology,
2037/01/31,FRC356,ZAG000173568,ZAG000173568 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jan-24,10.518,JIBAR,251,,100.7028948,100.0113003,0.691594521,100,100,0,,0,,,,,Price,06-Oct-21,05-Oct-21,,,,Price Traded Methodology,
2037/01/31,FRC357,ZAG000173824,ZAG000173824 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jan-24,10.599,JIBAR,259.2,,100.707423,100.0105025,0.696920548,100,100,0,,0,,,,,Price,16-Aug-22,29-Aug-21,,,,Price Traded Methodology,
2037/01/31,FRC360,ZAG000174285,ZAG000174285 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jan-24,10.358,JIBAR,231,,100.7191488,100.0380749,0.681073973,100,100,0,,0,,,,,Price,03-Feb-23,05-Oct-21,,,,Price Traded Methodology,
2040/01/31,FRC361,ZAG000174483,ZAG000174483 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jan-24,10.278,JIBAR,232,,100.6543769,99.97856319,0.675813699,100,100,0,,0,,,,,Price,23-Jul-21,15-May-23,,,,Price Traded Methodology,
2032/03/31,FRC362,ZAG000175282,ZAG000175282 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,4,2023/06/30,31-Mar-24,9.76,JIBAR,180.2,,101.3853222,99.99485649,1.390465753,100,100,0,,0,,,,,Price,17-Mar-23,15-May-23,,,,Price Traded Methodology,
2026/08/01,FRC363,ZAG000175399,ZAG000175399 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,36,2023/08/01,01-Aug-26,10.327,JIBAR,240,,100.4404759,99.87461288,0.565863014,100,100,0,,0,,,,,Price,07-Apr-21,15-May-23,,,,Price Traded Methodology,
2031/02/28,FRC364,ZAG000175514,ZAG000175514 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,66,2023/08/31,28-Feb-24,11.01,JIBAR,320,,102.7556148,100.2519709,2.503643836,100,100,0,,0,,,,,Price,20-Mar-23,21-Jun-22,,,,Price Traded Methodology,
2035/02/28,FRC365,ZAG000175498,ZAG000175498 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,#N/A N/A,#N/A Field Not Applicable,31-Aug-24,11.403,JIBAR,351,,103.0986084,100.5055975,2.593010959,100,100,0,,0,,,,,Price,20-Mar-23,21-Jun-22,,,,Price Traded Methodology,
2026/06/20,FRC366,ZAG000176397,ZAG000176397 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-26,5.66,JIBAR,,,88.90256168,87.92563017,0.976931507,0,0,0,,0,,,,,Price,17-Nov-22,21-Sep-22,,,,Price Traded Methodology,
2024/05/31,FRC368,ZAG000177031,ZAG000177031 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,66,2023/08/31,31-May-24,10.41,JIBAR,296,,102.3568131,99.98960761,2.367205479,100,100,0,,0,,,,,Price,20-Jul-21,15-May-23,,,,Price Traded Methodology,
2026/06/20,FRC370,ZAG000177163,ZAG000177163 Corp,FIRSTRAND BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-26,5.267,JIBAR,,,87.78238226,86.87328363,0.90909863,0,0,0,,0,,,,,Price,10-Jun-21,21-Sep-22,,,,Price Traded Methodology,
